"","V5","animal","clothes","food","furniture","toy"
"1","alligator",9.91666666666667,1.58333333333333,5.16666666666667,1.08333333333333,5.08333333333333
"2","animal",0,13.25,47.6666666666667,0.833333333333333,56.1666666666667
"3","ant",2.58333333333333,0,8.08333333333333,1.08333333333333,2.41666666666667
"4","apple",13.5,10.4166666666667,30.25,0,48.8333333333333
"5","ball",50,29.25,38.9166666666667,1.91666666666667,120.75
"6","balloon",5.58333333333333,3.5,7.16666666666667,0.583333333333333,17.6666666666667
"7","banana",9.91666666666667,4.91666666666667,9.25,0,13
"8","bat",0.833333333333333,0.25,0.583333333333333,0,3.33333333333333
"9","bear",41.3333333333333,32.9166666666667,165.333333333333,1.16666666666667,79.4166666666667
"10","bed",37,26.5,36.8333333333333,11,63.5
"11","bee",6.66666666666667,0.833333333333333,4.58333333333333,0,11.5833333333333
"12","belt",1.33333333333333,0,2.16666666666667,0.25,0.833333333333333
"13","bench",0.25,0,2.83333333333333,0,3
"14","bib",6.33333333333333,0,5.75,0,4.08333333333333
"15","bird",36.6666666666667,14.25,46.5833333333333,2.41666666666667,61.5
"16","block",19.8333333333333,11.9166666666667,13.5833333333333,0,67
"17","book",175.333333333333,39,68.4166666666667,5.83333333333333,176.333333333333
"18","bread",7.5,5.33333333333333,12.9166666666667,0,16.3333333333333
"19","bug",5.5,4.41666666666667,2.91666666666667,0.583333333333333,13.75
"20","bunny",11,13.0833333333333,15.9166666666667,0,34.25
"21","butter",7.25,6.08333333333333,24.8333333333333,0,11.1666666666667
"22","button",10.75,16.4166666666667,17.5833333333333,0,33.0833333333333
"23","cake",22,2.41666666666667,20.8333333333333,1.08333333333333,12.3333333333333
"24","candy",7.33333333333333,2.5,5.83333333333333,0.583333333333333,14.8333333333333
"25","cat",38.1666666666667,13.3333333333333,101.083333333333,2.33333333333333,62.5833333333333
"26","cereal",3.33333333333333,1.91666666666667,11.1666666666667,0.25,10.5833333333333
"27","chair",27.0833333333333,20.6666666666667,55.5,6.5,103.333333333333
"28","chalk",0,0,0,0,2.16666666666667
"29","cheese",5.41666666666667,12.4166666666667,30,0,30.6666666666667
"30","chicken",70.3333333333333,14.3333333333333,62,1.16666666666667,46.6666666666667
"31","chocolate",1.33333333333333,7.75,19,1.33333333333333,10.1666666666667
"32","closet",3.25,10.5,1.08333333333333,0,15.5833333333333
"33","coat",3.33333333333333,4.5,4,0.25,10
"34","coffee",14,5,9.83333333333333,0.833333333333333,18.5833333333333
"35","coke",0,0,0,0,0.25
"36","cookie",34.0833333333333,11,36.4166666666667,0,80.1666666666667
"37","corn",14.6666666666667,4.91666666666667,7,0,7.33333333333333
"38","couch",5,2.66666666666667,4.83333333333333,2.33333333333333,8
"39","cow",57.0833333333333,11.9166666666667,31.0833333333333,0.583333333333333,44.8333333333333
"40","cracker",50.5,0,6.41666666666667,0.583333333333333,10.0833333333333
"41","crayon",7.66666666666667,11.6666666666667,10.0833333333333,0.583333333333333,25.75
"42","crib",5.91666666666667,3.83333333333333,7.58333333333333,1.08333333333333,3.75
"43","deer",5.25,0.25,2.16666666666667,0,1.08333333333333
"44","diaper",18.8333333333333,18.3333333333333,9.16666666666667,2.75,11.3333333333333
"45","dog",52.8333333333333,27.8333333333333,208.416666666667,2.75,96.9166666666667
"46","doll",45.8333333333333,79.25,21.5833333333333,10.6666666666667,46.9166666666667
"47","donkey",6.33333333333333,0,2.75,0,4.66666666666667
"48","door",28.6666666666667,21.9166666666667,44.75,2.75,81.0833333333333
"49","drawer",7,18.3333333333333,2.16666666666667,2.08333333333333,6.66666666666667
"50","dress",17.1666666666667,60.3333333333333,13.3333333333333,2.25,25.4166666666667
"51","drink",42.9166666666667,20.25,41.75,1.41666666666667,57.75
"52","dryer",1.33333333333333,27.0833333333333,0,0,0.583333333333333
"53","duck",37.9166666666667,12.8333333333333,43,2.16666666666667,40.9166666666667
"54","egg",28.4166666666667,7.66666666666667,14.9166666666667,1.33333333333333,40.3333333333333
"55","elephant",36.75,4.58333333333333,16.5,2.75,24.3333333333333
"56","fish",67.5,27.8333333333333,79.3333333333333,4.16666666666667,85
"57","food",41.6666666666667,13.5833333333333,0,3.5,33.6666666666667
"58","frog",15.3333333333333,4,7.25,1.08333333333333,13.6666666666667
"59","game",9,2.16666666666667,8.41666666666667,0,22.3333333333333
"60","garage",13.3333333333333,1.66666666666667,2.33333333333333,6.25,12.5
"61","giraffe",20.5,4.08333333333333,5.08333333333333,0.583333333333333,12.5
"62","glue",1.91666666666667,1.66666666666667,1.41666666666667,0,7.83333333333333
"63","goose",2.83333333333333,0.25,3,0,4.83333333333333
"64","gum",1.83333333333333,0,4.75,1.08333333333333,3.58333333333333
"65","hamburger",2.33333333333333,0.25,3,0,3.25
"66","hat",49.0833333333333,19.6666666666667,30.8333333333333,0.25,56.4166666666667
"67","hen",0,1.16666666666667,0.583333333333333,0,1.33333333333333
"68","horse",64.6666666666667,19.5,67.0833333333333,2.16666666666667,77.5
"69","ice",2.16666666666667,5.66666666666667,9.91666666666667,1.08333333333333,13.4166666666667
"70","jacket",5.75,4.83333333333333,2,0,5.58333333333333
"71","jeans",0.25,0,0,0,0.583333333333333
"72","jello",1.33333333333333,0,1.08333333333333,0,0.583333333333333
"73","jelly",0,0.583333333333333,4.66666666666667,0,2.75
"74","juice",26.4166666666667,14.6666666666667,39.75,0.25,73.3333333333333
"75","kitchen",12.6666666666667,10.1666666666667,34.75,1.08333333333333,22.75
"76","kitty",22.25,11.6666666666667,41.8333333333333,0.833333333333333,47.9166666666667
"77","lamb",3.25,3.83333333333333,8.16666666666667,1.08333333333333,6.58333333333333
"78","lion",14.9166666666667,3.08333333333333,7.91666666666667,1.08333333333333,13.4166666666667
"79","lollipop",2.41666666666667,0.25,0.833333333333333,0,0
"80","meat",6.16666666666667,2.75,5.25,0,1.91666666666667
"81","melon",0.5,0,0,0,0.25
"82","milk",16.0833333333333,11.8333333333333,49.0833333333333,0.583333333333333,41.8333333333333
"83","monkey",23.1666666666667,1.66666666666667,20.4166666666667,1.33333333333333,32.9166666666667
"84","moose",6.08333333333333,0.75,0,0,1.08333333333333
"85","mouse",18,7.58333333333333,12.6666666666667,1.66666666666667,28
"86","muffin",1.66666666666667,0,0,0,2.41666666666667
"87","necklace",4,0,0,0.25,2.75
"88","nuts",5.58333333333333,1.08333333333333,2.08333333333333,0,6.08333333333333
"89","orange",15.75,12.5833333333333,22.5833333333333,1.83333333333333,35.1666666666667
"90","oven",1.08333333333333,4.91666666666667,11.0833333333333,0,2.41666666666667
"91","owl",3.5,2.66666666666667,2.08333333333333,1.41666666666667,8
"92","pajamas",5.83333333333333,0.25,1.83333333333333,0,7.5
"93","pancake",3,2.16666666666667,0.25,0,5.41666666666667
"94","pants",1.66666666666667,1.83333333333333,2.33333333333333,0,5
"95","pasta",0,1.08333333333333,2.75,0,1.91666666666667
"96","pen",22.25,0.833333333333333,5.33333333333333,1.08333333333333,20
"97","pencil",0.583333333333333,4.16666666666667,5.16666666666667,0,27.1666666666667
"98","penguin",9.08333333333333,0,2.75,0,4.58333333333333
"99","pickle",1.41666666666667,2.25,0.833333333333333,0,5.66666666666667
"100","pig",40.4166666666667,8,37.4166666666667,1.33333333333333,51.0833333333333
"101","pizza",1.91666666666667,2.75,1.25,0,1.08333333333333
"102","pony",4.83333333333333,1.08333333333333,1,0,4.75
"103","popsicle",4.08333333333333,1.33333333333333,1.66666666666667,0,2.16666666666667
"104","porch",0,0,2.25,0,0
"105","potato",10.9166666666667,2.16666666666667,6.25,0,4.66666666666667
"106","present",11.3333333333333,3,4.16666666666667,0.583333333333333,8.83333333333333
"107","pretzel",1.33333333333333,0,0.833333333333333,0,2.83333333333333
"108","pudding",0.25,0.583333333333333,0,0,1.33333333333333
"109","pumpkin",22.5833333333333,0.833333333333333,13.8333333333333,0.583333333333333,12.6666666666667
"110","puppy",10.5833333333333,2.5,18.25,0.25,14.8333333333333
"111","puzzle",24.1666666666667,5.16666666666667,9.41666666666667,0,19.0833333333333
"112","raisin",4.91666666666667,1.66666666666667,2.66666666666667,0,5.41666666666667
"113","refrigerator",1.91666666666667,1.91666666666667,11.6666666666667,0,3.25
"114","room",29.0833333333333,18.5,27.5,17.1666666666667,77.0833333333333
"115","rooster",3.08333333333333,1.16666666666667,2.75,0,8
"116","salt",0.25,1.33333333333333,8.08333333333333,0.25,1.58333333333333
"117","sandwich",2.25,3.58333333333333,10.5,0,7.16666666666667
"118","sauce",2.25,1.08333333333333,3,0,8.41666666666667
"119","scarf",0.833333333333333,0,0,0,0
"120","sheep",20.0833333333333,2.16666666666667,11.5,1.41666666666667,20.1666666666667
"121","shirt",7.25,11.6666666666667,16.25,0,23.0833333333333
"122","shoe",23.4166666666667,26.9166666666667,28.6666666666667,1.08333333333333,56.5833333333333
"123","shorts",0.75,0.25,2.16666666666667,0,3.41666666666667
"124","shower",4.41666666666667,8.16666666666667,7.83333333333333,2.41666666666667,8.58333333333333
"125","sink",0,2.83333333333333,6.75,0,9.5
"126","slipper",1.33333333333333,2.33333333333333,3,0,16.0833333333333
"127","sneaker",1.08333333333333,0,0,0,0.583333333333333
"128","sock",3.5,7.33333333333333,7.58333333333333,0,17.1666666666667
"129","soda",0,0.583333333333333,2.08333333333333,0,7.75
"130","sofa",1.16666666666667,2.41666666666667,1.41666666666667,2.08333333333333,3
"131","soup",8,0.833333333333333,3.75,0,3.41666666666667
"132","squirrel",1.58333333333333,0,10,0,2.75
